Price,Close,High,Low,Open,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA
Datetime,,,,,
2025-10-09 13:30:00+00:00,431.04998779296875,432.1000061035156,429.2799987792969,431.70001220703125,3660127
2025-10-09 13:31:00+00:00,431.0,431.80999755859375,430.110107421875,431.25,353581
2025-10-09 13:32:00+00:00,432.4299011230469,433.05999755859375,430.8550109863281,430.9764099121094,487269
2025-10-09 13:33:00+00:00,430.5920104980469,432.8099060058594,430.06640625,432.19000244140625,436722
2025-10-09 13:34:00+00:00,431.79449462890625,432.32000732421875,430.4800109863281,430.6000061035156,268900
2025-10-09 13:35:00+00:00,433.8500061035156,433.8699951171875,431.7821960449219,431.82000732421875,550918
2025-10-09 13:36:00+00:00,433.5199890136719,434.3399963378906,432.5,433.8500061035156,478432
2025-10-09 13:37:00+00:00,432.9256896972656,433.95001220703125,432.9112854003906,433.61370849609375,255805
2025-10-09 13:38:00+00:00,432.5799865722656,433.4100036621094,431.9200134277344,432.9949951171875,274248
2025-10-09 13:39:00+00:00,432.635986328125,433.1899108886719,432.239990234375,432.6899108886719,194080
2025-10-09 13:40:00+00:00,431.260009765625,432.7699890136719,430.9753112792969,432.54998779296875,363378
2025-10-09 13:41:00+00:00,428.5849914550781,431.2698974609375,428.45001220703125,431.2099914550781,674480
2025-10-09 13:42:00+00:00,427.7842102050781,428.6299133300781,427.510009765625,428.55999755859375,695428
2025-10-09 13:43:00+00:00,428.8599853515625,429.1600036621094,427.814208984375,427.8367004394531,443366
2025-10-09 13:44:00+00:00,429.44000244140625,429.6299133300781,428.7300109863281,428.8550109863281,327571
2025-10-09 13:45:00+00:00,429.92498779296875,430.30999755859375,429.0849914550781,429.44000244140625,500276
2025-10-09 13:46:00+00:00,429.1944885253906,430.19989013671875,429.0935974121094,429.94000244140625,257342
2025-10-09 13:47:00+00:00,429.8699951171875,430.1000061035156,428.54998779296875,429.18499755859375,363568
2025-10-09 13:48:00+00:00,430.77801513671875,430.8999938964844,429.8500061035156,429.8500061035156,314364
2025-10-09 13:49:00+00:00,430.8595886230469,431.15948486328125,430.5,430.8399963378906,261623
2025-10-09 13:50:00+00:00,431.57501220703125,431.6499938964844,430.7900085449219,430.8900146484375,282211
2025-10-09 13:51:00+00:00,431.56988525390625,432.29998779296875,431.2749938964844,431.5459899902344,351337
2025-10-09 13:52:00+00:00,430.4595947265625,431.510009765625,430.08099365234375,431.5,317898
2025-10-09 13:53:00+00:00,429.86590576171875,430.89990234375,429.80010986328125,430.58880615234375,284068
2025-10-09 13:54:00+00:00,429.4200134277344,430.2799072265625,429.3301086425781,429.94000244140625,227867
2025-10-09 13:55:00+00:00,430.1068115234375,430.2099914550781,429.3999938964844,429.4100036621094,217989
2025-10-09 13:56:00+00:00,430.7699890136719,431.260009765625,430.0,430.1300048828125,229789
2025-10-09 13:57:00+00:00,431.1618957519531,431.6700134277344,430.78948974609375,430.7900085449219,205924
2025-10-09 13:58:00+00:00,431.11920166015625,431.3900146484375,430.5201110839844,431.1274108886719,192880
2025-10-09 13:59:00+00:00,430.75,431.32000732421875,430.5,431.1400146484375,157570
2025-10-09 14:00:00+00:00,429.9096984863281,430.82110595703125,429.7799987792969,430.7650146484375,211843
2025-10-09 14:01:00+00:00,430.4200134277344,430.6000061035156,429.760009765625,429.9045104980469,153577
2025-10-09 14:02:00+00:00,429.7318115234375,430.67999267578125,429.5199890136719,430.42498779296875,186895
2025-10-09 14:03:00+00:00,430.0498962402344,430.19000244140625,429.29998779296875,429.82000732421875,211804
2025-10-09 14:04:00+00:00,430.82000732421875,430.8799133300781,430.0,430.0,150893
2025-10-09 14:05:00+00:00,430.4320068359375,431.07000732421875,430.1199951171875,430.79998779296875,190016
2025-10-09 14:06:00+00:00,431.1700134277344,431.25,430.3900146484375,430.4555969238281,150258
2025-10-09 14:07:00+00:00,430.6700134277344,431.20001220703125,430.4599914550781,431.17498779296875,219891
2025-10-09 14:08:00+00:00,430.2273864746094,431.06610107421875,430.1484069824219,430.6679992675781,134136
2025-10-09 14:09:00+00:00,430.4299011230469,430.5799865722656,430.0,430.1950988769531,137864
2025-10-09 14:10:00+00:00,430.6549987792969,431.2200012207031,430.3999938964844,430.4276123046875,154171
2025-10-09 14:11:00+00:00,430.12701416015625,430.7532958984375,430.1000061035156,430.6400146484375,141172
2025-10-09 14:12:00+00:00,430.2973937988281,430.6000061035156,429.8999938964844,430.1700134277344,231192
2025-10-09 14:13:00+00:00,430.67138671875,430.69000244140625,430.0849914550781,430.19940185546875,133203
2025-10-09 14:14:00+00:00,430.3200988769531,430.9200134277344,430.3175964355469,430.6600036621094,93538
2025-10-09 14:15:00+00:00,431.2349853515625,431.29998779296875,430.2900085449219,430.3299865722656,164451
2025-10-09 14:16:00+00:00,431.5707092285156,431.75,431.1099853515625,431.2298889160156,235361
2025-10-09 14:17:00+00:00,431.0530090332031,431.5299987792969,430.7699890136719,431.5,175899
2025-10-09 14:18:00+00:00,431.4530944824219,431.5398864746094,430.989990234375,431.0299987792969,108073
2025-10-09 14:19:00+00:00,431.9364013671875,432.3500061035156,431.4750061035156,431.4800109863281,335855
2025-10-09 14:20:00+00:00,432.5299987792969,432.7590026855469,431.8642883300781,431.93670654296875,258099
2025-10-09 14:21:00+00:00,431.8800048828125,432.6000061035156,431.4988098144531,432.5350036621094,233395
2025-10-09 14:22:00+00:00,432.114990234375,432.364990234375,431.57000732421875,431.85888671875,176878
2025-10-09 14:23:00+00:00,433.0299987792969,433.29998779296875,432.1199951171875,432.15850830078125,341644
2025-10-09 14:24:00+00:00,432.92950439453125,433.3904113769531,432.8030090332031,433.010009765625,234919
2025-10-09 14:25:00+00:00,433.1199951171875,433.29998779296875,432.7099914550781,432.9200134277344,196931
2025-10-09 14:26:00+00:00,432.7349853515625,433.3599853515625,432.7101135253906,433.1299133300781,195281
2025-10-09 14:27:00+00:00,432.08270263671875,433.0050048828125,432.0650939941406,432.71099853515625,179471
2025-10-09 14:28:00+00:00,432.2018127441406,432.6693115234375,432.03009033203125,432.07000732421875,134718
2025-10-09 14:29:00+00:00,432.5840148925781,432.6299133300781,432.154296875,432.2250061035156,122072
2025-10-09 14:30:00+00:00,431.0,432.5799865722656,430.8800048828125,432.5799865722656,284769
2025-10-09 14:31:00+00:00,429.840087890625,431.20001220703125,429.8399963378906,431.0,369114
2025-10-09 14:32:00+00:00,429.981689453125,430.2900085449219,429.67169189453125,429.8699951171875,286743
2025-10-09 14:33:00+00:00,430.7265930175781,431.1099853515625,429.9378967285156,430.04901123046875,271024
2025-10-09 14:34:00+00:00,430.29998779296875,430.7900085449219,430.1213073730469,430.6601867675781,165985
2025-10-09 14:35:00+00:00,430.2749938964844,430.614990234375,429.79998779296875,430.3811950683594,205000
2025-10-09 14:36:00+00:00,429.6534118652344,430.3999938964844,429.4700927734375,430.239990234375,178148
2025-10-09 14:37:00+00:00,429.0199890136719,430.19989013671875,428.9400939941406,429.6465148925781,314297
2025-10-09 14:38:00+00:00,428.56500244140625,429.1199035644531,428.03009033203125,428.989990234375,445433
2025-10-09 14:39:00+00:00,429.3800048828125,429.6300048828125,428.5,428.6017150878906,279373
2025-10-09 14:40:00+00:00,430.1499938964844,430.3099060058594,429.28009033203125,429.42999267578125,236459
2025-10-09 14:41:00+00:00,428.0924072265625,430.3407897949219,427.010009765625,430.1449890136719,745667
2025-10-09 14:42:00+00:00,427.0310974121094,428.4700012207031,426.5,428.1263122558594,522988
2025-10-09 14:43:00+00:00,427.0,427.5400085449219,426.6507873535156,427.0622863769531,304430
2025-10-09 14:44:00+00:00,426.8550109863281,427.4100036621094,426.17999267578125,426.9949951171875,356269
2025-10-09 14:45:00+00:00,427.54998779296875,427.67999267578125,426.4200134277344,426.8299865722656,332627
2025-10-09 14:46:00+00:00,427.7850036621094,428.3973083496094,427.3200988769531,427.56201171875,314046
2025-10-09 14:47:00+00:00,427.1827087402344,428.1700134277344,427.010009765625,427.80999755859375,255884
2025-10-09 14:48:00+00:00,427.5350036621094,427.69000244140625,426.8699951171875,427.1099853515625,246916
2025-10-09 14:49:00+00:00,428.29998779296875,428.69000244140625,427.5899963378906,427.5899963378906,266315
2025-10-09 14:50:00+00:00,429.4601135253906,429.6400146484375,428.2001037597656,428.2929992675781,272467
2025-10-09 14:51:00+00:00,429.3262939453125,429.57000732421875,429.0,429.439208984375,172743
2025-10-09 14:52:00+00:00,429.3399963378906,429.5799865722656,429.1400146484375,429.30108642578125,191122
2025-10-09 14:53:00+00:00,429.85308837890625,429.95001220703125,429.17999267578125,429.4649963378906,247264
2025-10-09 14:54:00+00:00,429.7369079589844,430.1400146484375,429.4501037597656,429.849609375,292192
2025-10-09 14:55:00+00:00,429.6700134277344,430.0,429.20001220703125,429.6700134277344,396253
2025-10-09 14:56:00+00:00,430.12579345703125,430.17999267578125,429.5710144042969,429.6700134277344,160518
2025-10-09 14:57:00+00:00,430.4800109863281,430.489990234375,429.9330139160156,430.114990234375,167488
2025-10-09 14:58:00+00:00,430.29010009765625,430.5,430.04998779296875,430.5,137570
2025-10-09 14:59:00+00:00,430.010009765625,430.42999267578125,429.9119873046875,430.3299865722656,124698
2025-10-09 15:00:00+00:00,430.56201171875,430.75,430.0317077636719,430.1700134277344,179735
2025-10-09 15:01:00+00:00,430.2950134277344,430.7298889160156,430.0,430.6300048828125,185940
2025-10-09 15:02:00+00:00,429.4200134277344,430.58990478515625,429.3900146484375,430.3299865722656,187868
2025-10-09 15:03:00+00:00,429.7439880371094,429.84991455078125,429.3999938964844,429.5660095214844,143913
2025-10-09 15:04:00+00:00,429.973388671875,430.07000732421875,429.54998779296875,429.7099914550781,92241
